idhog,idper,estrato,comuna,sexo,edad,educ,ascendencia,salud,pobre,ingreso
2015003542,1,MA,15,M,52,13,BLANCA     ,NO,NO,26546
2015003542,2,MA,15,M,23,14,BLANCA     ,NO,NO,15546
2015003543,2,MB,13,M,56,11,BLANCA     ,NO,NO,20804
2015003549,2,B ,11,M,34,9,BLANCA     ,SI,NO,13553
2015003555,1,A ,5,M,59,12,BLANCA     ,NO,NO,29046
2015003555,2,A ,5,M,31,15,BLANCA     ,NO,NO,22546
2015003560,1,MA,15,M,33,18,BLANCA     ,NO,NO,27553
2015003563,1,A ,5,M,46,18,BLANCA     ,NO,NO,15248
2015003564,1,M ,14,H,60,9,BLANCA     ,NO,NO,22548
2015003567,1,MB,9,H,43,6,AFRO       ,SI,SI,19000
2015003570,2,A ,8,M,45,18,BLANCA     ,NO,NO,78553
2015003571,1,A ,5,H,33,15,BLANCA     ,NO,NO,25800
2015003574,1,B ,13,M,46,13,BLANCA     ,NO,NO,13212.66667
2015003574,2,B ,13,M,43,9,BLANCA     ,NO,NO,11666.66667
2015003578,1,A ,16,H,29,12,BLANCA     ,NO,NO,56393
2015003578,2,A ,16,M,27,16,BLANCA     ,NO,NO,21973
2015003580,2,MA,3,H,28,17,BLANCA     ,NO,NO,22400
2015003584,1,MA,4,H,34,18,BLANCA     ,NO,NO,67503
2015003586,1,B ,9,M,49,4,BLANCA     ,SI,NO,14087
2015003587,1,MB,13,H,44,15,BLANCA     ,NO,NO,36546
2015003587,2,MB,13,M,39,15,BLANCA     ,NO,NO,15046
2015003588,1,MA,4,M,49,10,BLANCA     ,NO,NO,33146
2015003591,1,A ,5,H,44,12,BLANCA     ,NO,NO,46386
2015003591,2,A ,5,M,39,12,BLANCA     ,NO,NO,25546
2015003601,2,A ,5,M,23,14,BLANCA     ,NO,NO,31554
2015003603,1,M ,2,H,27,12,BLANCA     ,NO,NO,17246
2015003603,2,M ,2,M,33,18,BLANCA     ,NO,NO,15833.33333
2015003609,1,A ,7,H,31,16,BLANCA     ,NO,NO,36353
2015003617,2,M ,11,M,32,6,BLANCA     ,NO,NO,14346
2015003624,1,B ,12,M,41,6,BLANCA     ,NO,NO,18033
2015003624,2,B ,12,H,22,11,BLANCA     ,NO,NO,19933
2015003624,4,B ,12,M,24,10,BLANCA     ,NO,NO,10553
2015003624,5,B ,12,H,23,6,BLANCA     ,NO,NO,13053
2015003630,2,MA,2,M,28,15,BLANCA     ,NO,NO,42054
2015003631,1,M ,3,H,28,9,BLANCA     ,NO,NO,16273
2015003633,1,MB,12,M,45,9,OTRA       ,SI,NO,17546
2015003633,2,MB,12,H,45,9,BLANCA     ,NO,NO,29346
2015003634,1,MA,1,H,41,6,BLANCA     ,NO,NO,30000
2015003634,2,MA,1,M,38,12,BLANCA     ,NO,NO,31553
2015003638,1,A ,7,M,54,16,BLANCA     ,NO,NO,31181
2015003639,1,M ,3,H,61,10,BLANCA     ,NO,NO,18500
2015003648,2,MA,3,M,52,16,BLANCA     ,NO,NO,46548
2015003651,2,B ,11,H,38,8,BLANCA     ,NO,NO,13546
2015003652,1,MA,4,M,58,12,BLANCA     ,NO,NO,46548
2015003652,2,MA,4,H,55,12,BLANCA     ,NO,NO,31548
2015003657,1,MB,14,M,54,10,BLANCA     ,NO,NO,20553
2015003658,1,M ,15,M,49,6,BLANCA     ,NO,NO,18848
2015003658,3,M ,15,M,28,11,BLANCA     ,NO,NO,15448
2015003658,4,M ,15,H,20,7,BLANCA     ,SI,NO,12748
2015003659,1,MA,8,H,65,6,BLANCA     ,NO,NO,27354
2015003659,2,MA,8,M,53,11,AFRO       ,NO,NO,24622
2015003661,1,MA,3,M,39,12,BLANCA     ,NO,NO,25446
2015003667,1,MB,9,H,30,9,BLANCA     ,NO,NO,52548
2015003667,2,MB,9,M,28,11,BLANCA     ,NO,NO,28548
2015003669,1,MB,14,H,24,11,BLANCA     ,NO,NO,24154
2015003669,2,MB,14,M,22,10,AFRO       ,NO,NO,23454
2015003669,3,MB,14,M,41,9,AFRO       ,NO,NO,47306
2015003679,1,MB,12,M,35,7,BLANCA     ,NO,NO,15386
2015003681,1,MA,2,M,35,17,BLANCA     ,NO,NO,73108
2015003685,3,MA,2,M,55,12,BLANCA     ,NO,NO,28553
2015003685,4,MA,2,M,52,15,BLANCA     ,NO,NO,22553
2015003694,1,B ,9,H,43,5,AFRO       ,NO,SI,30573
2015003695,3,MB,10,M,18,8,BLANCA     ,NO,SI,14553
2015003699,2,M ,18,H,40,15,OTRA       ,SI,NO,14000
2015003700,1,A ,5,M,55,14,BLANCA     ,NO,NO,30106
2015003702,1,MA,13,M,42,17,BLANCA     ,NO,NO,46548
2015003702,2,MA,13,H,43,10,BLANCA     ,NO,NO,61548
2015003705,2,MB,14,M,40,6,OTRA       ,NO,NO,22208
2015003705,4,MB,14,H,20,9,AFRO       ,NO,NO,15546
2015003711,1,A ,5,M,57,14,BLANCA     ,NO,NO,19554
2015003711,2,A ,5,H,60,20,BLANCA     ,NO,NO,51554
2015003711,3,A ,5,H,26,18,BLANCA     ,NO,NO,36554
2015003711,4,A ,5,H,23,16,BLANCA     ,NO,NO,12554
2015003712,1,B ,14,H,66,9,BLANCA     ,NO,NO,26546
2015003712,2,B ,14,M,52,7,BLANCA     ,NO,NO,14000
2015003716,1,A ,5,M,36,18,BLANCA     ,NO,NO,30554
2015003716,2,A ,5,H,38,18,BLANCA     ,NO,NO,90000
2015003719,1,A ,7,H,40,16,BLANCA     ,NO,NO,26553
2015003719,2,A ,7,M,38,16,BLANCA     ,NO,NO,18553
2015003720,1,B ,17,H,50,6,BLANCA     ,NO,NO,26553
2015003720,2,B ,17,M,48,16,BLANCA     ,NO,NO,35973
2015003720,3,B ,17,H,24,16,BLANCA     ,NO,NO,20373
2015003723,1,B ,9,H,53,9,BLANCA     ,NO,NO,19353
2015003723,3,B ,9,M,21,10,BLANCA     ,NO,NO,15853
2015003732,1,MB,10,H,57,4,BLANCA     ,NO,NO,17453
2015003732,3,MB,10,H,24,7,BLANCA     ,NO,NO,16553
2015003733,1,M ,3,M,48,14,BLANCA     ,NO,NO,59546
2015003733,2,M ,3,H,48,12,BLANCA     ,NO,NO,45696
2015003734,1,MA,3,H,57,12,BLANCA     ,NO,NO,36546
2015003734,2,MA,3,M,52,16,BLANCA     ,NO,NO,37546
2015003737,1,A ,5,M,55,18,BLANCA     ,NO,NO,48546
2015003748,2,B ,17,H,21,6,BLANCA     ,NO,NO,33646
2015003753,1,M ,6,H,39,6,BLANCA     ,NO,NO,27434
2015003756,1,M ,2,H,53,20,BLANCA     ,NO,NO,46553
2015003762,1,MA,4,H,53,15,BLANCA     ,NO,NO,41546
2015003762,2,MA,4,M,51,15,BLANCA     ,NO,NO,23346
2015003767,1,M ,14,M,35,10,BLANCA     ,NO,NO,23092
2015003769,1,M ,14,H,51,11,BLANCA     ,NO,NO,19554
2015003769,2,M ,14,M,49,14,BLANCA     ,NO,NO,22974
2015003769,3,M ,14,H,29,8,BLANCA     ,NO,NO,24458
2015003771,1,MA,15,H,27,14,BLANCA     ,NO,NO,46553
2015003777,2,MB,2,H,20,10,BLANCA     ,NO,NO,29553
2015003806,2,B ,9,H,38,7,BLANCA     ,NO,NO,31546
2015003807,1,B ,18,M,20,10,OTRA       ,NO,NO,27554
2015003807,2,B ,18,H,26,10,BLANCA     ,NO,NO,29354
2015003810,2,MB,9,M,41,9,BLANCA     ,NO,NO,21966
2015003810,3,MB,9,H,44,10,BLANCA     ,NO,NO,24046
2015003814,2,MA,1,M,38,16,BLANCA     ,NO,NO,81553
2015003818,1,MA,7,H,32,13,BLANCA     ,NO,NO,27548
2015003830,1,MA,4,H,53,20,BLANCA     ,NO,NO,51554
2015003843,1,MA,2,M,30,15,BLANCA     ,NO,NO,31553
2015003846,1,M ,13,H,59,6,BLANCA     ,NO,NO,49546
2015003848,1,MA,4,H,68,10,BLANCA     ,NO,NO,29554
2015003850,1,M ,13,H,36,13,BLANCA     ,NO,NO,51553
2015003850,2,M ,13,M,31,9,BLANCA     ,NO,NO,19553
2015003852,1,MA,5,H,28,13,BLANCA     ,NO,NO,49048
2015003853,1,M ,6,H,52,16,BLANCA     ,NO,NO,30000
2015003853,2,M ,6,M,52,15,BLANCA     ,NO,NO,31546
2015003854,1,A ,15,H,46,16,BLANCA     ,NO,NO,80000
2015003854,2,A ,15,M,47,16,BLANCA     ,NO,NO,23554
2015003855,2,A ,15,M,35,14,BLANCA     ,NO,NO,51553
2015003867,1,M ,2,M,27,16,BLANCA     ,NO,NO,33140
2015003867,2,M ,2,H,32,19,BLANCA     ,NO,NO,32879.33333
2015003899,1,B ,17,H,51,16,BLANCA     ,NO,NO,23554
2015003914,1,A ,7,H,26,17,BLANCA     ,NO,NO,27054
2015003914,2,A ,7,M,26,17,BLANCA     ,NO,NO,15000
2015003920,1,MA,15,H,37,13,BLANCA     ,NO,NO,46753
2015003927,1,M ,3,H,33,9,BLANCA     ,NO,NO,25273
2015003927,2,M ,3,M,33,12,BLANCA     ,NO,NO,36553
2015003930,1,A ,7,M,46,12,BLANCA     ,NO,NO,27553
2015003930,2,A ,7,M,20,12,BLANCA     ,NO,NO,12553
2015003940,1,A ,5,M,27,15,BLANCA     ,NO,NO,46469.66667
2015003940,2,A ,5,H,41,15,BLANCA     ,NO,NO,71553
2015003942,1,B ,10,H,30,11,BLANCA     ,NO,NO,33553
2015003942,2,B ,10,M,27,11,BLANCA     ,NO,NO,22453
2015003943,2,MB,12,H,37,6,BLANCA     ,NO,SI,21553
2015003944,3,MB,9,M,32,9,AFRO       ,NO,NO,12289
2015003946,1,MA,7,H,31,14,BLANCA     ,NO,NO,26546
2015003948,2,B ,9,H,32,6,BLANCA     ,NO,NO,47146
2015003950,1,MA,2,M,53,12,BLANCA     ,NO,NO,21054
2015003952,2,MB,12,H,43,6,BLANCA     ,NO,SI,25106
2015003957,2,A ,5,M,26,17,BLANCA     ,NO,NO,41553
2015003964,2,MA,5,M,42,15,BLANCA     ,NO,NO,48546
2015003967,1,MA,5,H,56,12,BLANCA     ,NO,NO,50000
2015003967,2,MA,5,M,54,18,BLANCA     ,NO,NO,50000
2015003982,1,B ,14,M,49,12,BLANCA     ,NO,NO,18313
2015003982,3,B ,14,M,51,10,BLANCA     ,NO,NO,16433
2015003990,1,MB,12,M,58,14,BLANCA     ,NO,NO,42246
2015003991,1,MB,1,M,31,12,BLANCA     ,NO,NO,35554
2015003997,1,MB,10,H,33,9,AFRO       ,NO,SI,17554
2015004000,1,MA,5,H,35,11,BLANCA     ,NO,NO,36546
2015004000,2,MA,5,M,36,17,BLANCA     ,NO,NO,26546
2015004007,3,MA,6,H,36,12,BLANCA     ,NO,NO,38753
2015004008,1,MA,2,H,47,21,BLANCA     ,NO,NO,49353
2015004011,1,B ,17,H,42,6,BLANCA     ,SI,NO,10000
2015004011,2,B ,17,M,40,8,BLANCA     ,NO,NO,35182
2015004012,1,MA,4,M,59,10,BLANCA     ,SI,NO,13480
2015004015,1,B ,14,M,44,8,BLANCA     ,NO,NO,12904
2015004015,2,B ,14,M,23,11,BLANCA     ,NO,NO,20908
2015004016,2,A ,8,M,47,17,BLANCA     ,NO,NO,24553
2015004018,1,M ,11,M,26,9,BLANCA     ,NO,NO,18546
2015004022,2,MA,6,M,44,19,BLANCA     ,NO,NO,14546
2015004030,1,MA,16,M,29,14,BLANCA     ,NO,NO,24546
2015004030,2,MA,16,H,40,10,BLANCA     ,NO,NO,18579.33333
2015004031,1,A ,5,M,26,17,BLANCA     ,NO,NO,32753
2015004031,2,A ,5,M,28,17,BLANCA     ,NO,NO,59553
2015004039,1,MB,9,H,67,3,BLANCA     ,SI,NO,21546
2015004054,2,A ,8,M,51,20,BLANCA     ,NO,NO,41553
2015004056,1,B ,18,H,43,10,BLANCA     ,NO,NO,18354
2015004056,2,B ,18,M,35,16,BLANCA     ,NO,NO,22554
2015004067,1,A ,8,M,40,16,BLANCA     ,NO,NO,44546
2015004074,1,B ,17,M,44,12,OTRA       ,NO,NO,18053
2015004074,2,B ,17,H,41,8,BLANCA     ,NO,NO,22053
2015004074,3,B ,17,H,20,9,BLANCA     ,NO,NO,18553
2015004075,1,MA,4,M,33,16,BLANCA     ,NO,NO,50053
2015004075,2,MA,4,H,35,15,BLANCA     ,NO,NO,20053
2015004076,1,MA,7,H,65,12,BLANCA     ,NO,NO,25000
2015004079,1,MA,2,M,59,16,BLANCA     ,NO,NO,54553
2015004086,1,M ,9,H,36,9,BLANCA     ,NO,NO,13433
2015004089,1,MA,4,H,44,14,BLANCA     ,NO,NO,68426
2015004089,2,MA,4,M,43,15,BLANCA     ,NO,NO,41546
2015004094,1,MB,13,H,29,8,BLANCA     ,NO,NO,19553
2015004095,1,M ,12,H,47,12,BLANCA     ,NO,NO,26553
2015004095,2,M ,12,M,42,12,BLANCA     ,NO,NO,18553
2015004101,1,MA,16,M,52,15,BLANCA     ,SI,NO,69546
2015004104,1,MB,9,H,21,9,BLANCA     ,SI,NO,12000
2015004105,1,MB,9,M,61,7,BLANCA     ,SI,NO,13053
2015004110,1,A ,8,M,42,14,BLANCA     ,NO,NO,61546
2015004110,2,A ,8,H,51,13,BLANCA     ,NO,NO,31546
2015004114,1,MA,1,M,28,16,BLANCA     ,NO,NO,38553
2015004114,2,MA,1,H,29,21,BLANCA     ,SI,NO,56929
2015004116,1,MB,11,H,63,10,BLANCA     ,NO,NO,17554
2015004116,2,MB,11,H,36,8,BLANCA     ,NO,NO,19554
2015004120,1,M ,4,M,52,12,BLANCA     ,NO,NO,19546
2015004140,1,M ,5,M,29,16,OTRA       ,NO,NO,31554
2015004140,2,M ,5,H,32,14,BLANCA     ,NO,NO,35554
2015004141,1,M ,9,M,56,7,OTRA       ,NO,NO,13918
2015004143,1,MB,11,H,22,10,BLANCA     ,SI,NO,16014
2015004163,1,M ,3,H,49,9,BLANCA     ,NO,NO,24553
2015004163,2,M ,3,M,43,12,BLANCA     ,NO,NO,41553
2015004166,1,MB,13,M,46,15,BLANCA     ,NO,NO,21200
2015004173,1,B ,11,M,37,9,BLANCA     ,NO,NO,16974
2015004173,2,B ,11,H,39,6,BLANCA     ,NO,NO,21554
2015004175,3,M ,13,H,33,12,BLANCA     ,NO,NO,34768
2015004177,1,A ,5,M,64,13,OTRA       ,NO,NO,35000
2015004179,2,B ,10,H,66,4,BLANCA     ,NO,NO,20546
2015004179,3,B ,10,M,27,6,BLANCA     ,NO,NO,13546
2015004181,1,MA,1,M,28,17,BLANCA     ,NO,NO,24553
2015004182,1,MA,3,H,54,18,BLANCA     ,NO,NO,61546
2015004182,2,MA,3,M,53,17,BLANCA     ,NO,NO,71546
2015004183,1,A ,8,H,37,12,BLANCA     ,NO,NO,33546
2015004183,2,A ,8,M,38,15,BLANCA     ,NO,NO,22587.66667
2015004198,1,M ,9,M,54,15,BLANCA     ,NO,NO,20546
2015004198,2,M ,9,H,26,14,BLANCA     ,NO,NO,11946
2015004199,1,MB,12,M,49,4,BLANCA     ,NO,NO,15554
2015004202,1,B ,10,H,47,7,BLANCA     ,NO,NO,21554
2015004202,2,B ,10,M,53,6,BLANCA     ,NO,NO,14554
2015004205,1,MB,9,M,63,6,BLANCA     ,NO,NO,29966
2015004205,2,MB,9,M,24,15,BLANCA     ,NO,NO,25546
2015004206,1,B ,14,M,40,7,BLANCA     ,NO,NO,16346
2015004210,1,MB,9,M,30,11,BLANCA     ,SI,NO,15100
2015004210,2,MB,9,H,25,8,BLANCA     ,SI,NO,16000
2015004219,1,M ,1,H,59,14,BLANCA     ,NO,NO,31546
2015004223,1,B ,9,H,43,13,BLANCA     ,NO,NO,28553
2015004224,1,MB,17,H,54,6,BLANCA     ,NO,NO,22554
2015004224,2,MB,17,M,53,8,AFRO       ,NO,NO,19974
2015004233,1,M ,3,M,40,14,BLANCA     ,NO,NO,22554
2015004249,1,MA,5,M,43,12,BLANCA     ,NO,NO,46553
2015004253,2,MA,3,M,49,16,BLANCA     ,NO,NO,39233
2015004266,1,M ,16,H,46,7,BLANCA     ,NO,NO,21553
2015004272,2,MB,9,M,24,14,BLANCA     ,NO,NO,21553
2015004273,1,MA,1,H,55,16,BLANCA     ,NO,NO,49259
2015004273,2,MA,1,H,25,12,BLANCA     ,NO,NO,29754
2015004277,1,MA,3,M,31,17,BLANCA     ,NO,NO,19554
2015004279,1,A ,8,H,60,12,BLANCA     ,NO,NO,40000
2015004279,2,A ,8,M,56,12,BLANCA     ,NO,NO,50000
2015004279,3,A ,8,H,33,12,BLANCA     ,NO,NO,30000
2015004286,2,MA,3,H,23,12,BLANCA     ,NO,NO,19603
2015004292,1,MB,13,H,46,10,BLANCA     ,NO,NO,42553
2015004292,2,MB,13,M,45,9,BLANCA     ,NO,NO,43853
2015004294,1,M ,6,H,28,11,BLANCA     ,NO,NO,19154
2015004294,2,M ,6,M,28,16,BLANCA     ,NO,NO,18554
2015004297,1,MA,13,M,26,11,BLANCA     ,NO,NO,13553
2015004297,2,MA,13,H,32,12,AFRO       ,NO,NO,18553
2015004300,1,MB,13,H,33,9,BLANCA     ,SI,NO,21554
2015004300,2,MB,13,M,30,9,BLANCA     ,SI,NO,16554
2015004307,1,B ,14,H,43,6,BLANCA     ,NO,SI,15060
2015004310,2,MA,2,H,57,8,BLANCA     ,NO,NO,30000
2015004310,3,MA,2,M,50,8,BLANCA     ,NO,NO,11554
2015004313,1,MA,5,H,45,18,BLANCA     ,NO,NO,27548
2015004313,2,MA,5,M,45,18,BLANCA     ,NO,NO,69548
2015004317,1,M ,1,H,31,16,BLANCA     ,NO,NO,35426
2015004317,2,M ,1,M,29,13,BLANCA     ,NO,NO,27546
2015004323,1,MA,7,H,57,15,BLANCA     ,NO,NO,71553
2015004323,2,MA,7,M,52,21,BLANCA     ,NO,NO,55533
2015004325,1,MA,1,M,30,17,BLANCA     ,NO,NO,16754
2015004330,1,M ,4,M,59,12,AFRO       ,NO,NO,20253
2015004330,2,M ,4,H,37,10,AFRO       ,NO,NO,20103
2015004331,1,MA,1,H,62,12,BLANCA     ,NO,NO,49553
2015004331,2,MA,1,M,52,15,BLANCA     ,NO,NO,40553
2015004334,1,A ,2,H,30,6,AFRO       ,NO,SI,28554
2015004337,3,MA,7,M,52,14,BLANCA     ,NO,NO,20000
2015004344,1,A ,5,M,40,19,BLANCA     ,NO,NO,41553
2015004344,2,A ,5,H,39,16,BLANCA     ,NO,NO,63973
2015004346,2,MA,2,H,41,14,BLANCA     ,SI,NO,30546
2015004346,3,MA,2,M,25,9,BLANCA     ,SI,NO,12546
2015004356,1,M ,11,M,29,17,BLANCA     ,SI,NO,15053
2015004357,1,M ,1,H,43,18,BLANCA     ,SI,NO,31546
2015004358,1,MA,1,M,50,18,BLANCA     ,NO,NO,46546
2015004358,2,MA,1,H,24,12,BLANCA     ,NO,NO,26546
2015004363,1,MB,9,H,54,6,BLANCA     ,NO,NO,11546
2015004363,2,MB,9,H,56,6,BLANCA     ,NO,NO,15546
2015004365,1,M ,3,H,59,6,BLANCA     ,SI,NO,21546
2015004366,2,MA,4,M,39,23,BLANCA     ,NO,NO,55548
2015004371,1,MB,14,M,39,8,BLANCA     ,SI,NO,12148
2015004372,1,B ,12,H,35,6,BLANCA     ,NO,SI,16553
2015004373,1,MA,3,M,32,19,BLANCA     ,NO,NO,19046
2015004379,1,M ,14,M,48,8,BLANCA     ,NO,NO,19033
2015004380,2,MB,11,M,56,16,BLANCA     ,NO,NO,64546
2015004380,3,MB,11,H,25,14,BLANCA     ,NO,NO,27746
2015004388,3,MB,17,M,40,9,BLANCA     ,NO,NO,14666
2015004391,1,M ,3,M,49,15,BLANCA     ,NO,NO,46546
2015004391,3,M ,3,M,22,13,BLANCA     ,NO,NO,16546
2015004398,2,A ,15,M,45,12,OTRA       ,NO,NO,31554
2015004398,3,A ,15,M,24,14,BLANCA     ,NO,NO,19554
2015004403,2,MA,5,H,50,9,BLANCA     ,NO,NO,26553
2015004403,3,MA,5,H,46,6,BLANCA     ,NO,NO,18553
2015004403,4,MA,5,H,51,6,BLANCA     ,NO,NO,19553
2015004409,2,B ,9,H,28,10,BLANCA     ,NO,SI,11546
2015004416,2,M ,12,H,53,6,BLANCA     ,NO,NO,12553
2015004416,3,M ,12,H,47,12,BLANCA     ,NO,NO,21457
2015004421,2,M ,11,M,23,15,BLANCA     ,NO,NO,21548
2015004432,3,MB,13,M,36,12,BLANCA     ,NO,NO,31546
2015004438,3,MA,5,H,25,15,BLANCA     ,NO,NO,18546
2015004439,3,MB,17,M,25,14,BLANCA     ,NO,NO,13434
2015004443,1,MA,7,H,30,16,BLANCA     ,NO,NO,43886.33333
2015004447,1,MA,15,M,50,18,BLANCA     ,NO,NO,15553
2015004449,1,MA,13,H,35,12,AFRO       ,NO,NO,16548
2015004449,2,MA,13,M,30,10,BLANCA     ,NO,NO,16548
2015004449,3,MA,13,H,19,10,BLANCA     ,NO,NO,40548
2015004457,1,MA,6,M,29,16,BLANCA     ,NO,NO,32553
2015004460,1,B ,17,H,39,11,AFRO       ,NO,NO,34548
2015004460,2,B ,17,M,34,15,BLANCA     ,NO,NO,22548
2015004464,2,MA,2,M,24,12,BLANCA     ,SI,NO,25426
2015004464,3,MA,2,H,24,12,AFRO       ,NO,NO,14500
2015004471,1,M ,14,H,35,10,BLANCA     ,NO,NO,26553
2015004471,2,M ,14,M,31,20,BLANCA     ,NO,NO,51836
2015004477,2,B ,13,M,29,9,BLANCA     ,NO,NO,15546
2015004487,1,M ,9,M,41,12,BLANCA     ,NO,NO,19554
2015004487,2,M ,9,H,19,7,AFRO       ,NO,NO,13554
2015004498,1,B ,13,M,26,11,BLANCA     ,NO,NO,24147
2015004501,2,A ,2,H,30,18,BLANCA     ,NO,NO,78553
2015004505,2,MB,13,M,30,10,BLANCA     ,NO,NO,31546
2015004508,1,M ,14,M,23,17,BLANCA     ,NO,NO,20554
2015004508,2,M ,14,H,27,12,BLANCA     ,NO,NO,21554
2015004509,1,M ,14,H,37,10,BLANCA     ,NO,NO,40354
2015004509,2,M ,14,M,31,14,BLANCA     ,NO,NO,39554
2015004517,1,MA,4,M,58,19,BLANCA     ,NO,NO,43553
2015004518,3,M ,14,M,35,11,BLANCA     ,NO,NO,22554
2015004519,1,B ,10,H,40,9,BLANCA     ,NO,NO,18553
2015004519,2,B ,10,M,34,2,AFRO       ,SI,NO,19553
2015004523,1,MB,14,M,21,8,BLANCA     ,NO,NO,15753
2015004523,2,MB,14,H,21,6,BLANCA     ,NO,NO,17053
2015004533,1,MA,2,M,45,16,BLANCA     ,NO,NO,26629.33333
2015004540,1,M ,3,M,32,8,BLANCA     ,NO,NO,29553
2015004545,2,M ,3,M,55,15,BLANCA     ,NO,NO,69546
2015004545,4,M ,3,H,23,12,BLANCA     ,NO,NO,16546
2015004546,3,MB,11,H,43,9,BLANCA     ,NO,NO,17000
2015004546,4,MB,11,H,35,0,BLANCA     ,SI,NO,10000
2015004552,3,B ,12,H,28,12,BLANCA     ,NO,NO,27548
2015004557,1,MA,8,H,35,16,BLANCA     ,NO,NO,81546
2015004557,2,MA,8,M,37,13,BLANCA     ,NO,NO,29846
2015004561,1,MB,18,H,55,16,BLANCA     ,NO,NO,70000
2015004568,1,MA,8,H,66,18,BLANCA     ,NO,NO,16546
2015004568,2,MA,8,M,44,8,AFRO       ,NO,NO,15028
2015004568,3,MA,8,M,20,9,BLANCA     ,NO,NO,13546
2015004584,2,MA,2,M,65,18,BLANCA     ,NO,NO,23454
2015004587,2,MA,2,H,54,13,BLANCA     ,NO,NO,17008
2015004589,1,M ,1,H,48,15,BLANCA     ,NO,NO,37765
2015004593,1,M ,1,H,47,15,BLANCA     ,NO,NO,71548
2015004593,2,M ,1,H,20,9,BLANCA     ,NO,NO,22048
2015004606,2,MB,9,M,37,9,AFRO       ,SI,SI,13546
2015004639,1,M ,17,M,58,9,BLANCA     ,SI,NO,21622
2015004641,2,MB,9,M,57,12,BLANCA     ,NO,NO,28446
2015004641,3,MB,9,M,29,19,BLANCA     ,NO,NO,37946
2015004643,1,A ,5,M,50,16,BLANCA     ,NO,NO,34248
2015004643,2,A ,5,H,60,9,BLANCA     ,NO,NO,54548
2015004644,1,B ,12,H,31,8,BLANCA     ,NO,NO,21000
2015004647,1,A ,16,M,49,16,BLANCA     ,NO,NO,66548
2015004653,1,MB,18,H,24,10,BLANCA     ,NO,SI,20753
2015004661,1,MB,13,M,44,11,BLANCA     ,NO,NO,20346
2015004664,1,MA,2,H,49,12,BLANCA     ,NO,NO,19553
2015004669,1,MA,2,M,44,24,BLANCA     ,NO,NO,69048
2015004669,2,MA,2,H,47,8,BLANCA     ,SI,NO,16666.66667
2015004674,3,B ,14,M,50,6,BLANCA     ,NO,NO,14346
2015004674,4,B ,14,H,50,6,BLANCA     ,NO,NO,22546
2015004679,1,MB,11,H,51,6,BLANCA     ,SI,NO,10000
2015004691,3,MA,5,H,40,13,BLANCA     ,NO,NO,16553
2015004692,1,M ,13,H,35,9,BLANCA     ,NO,NO,31046
2015004692,2,M ,13,M,34,10,AFRO       ,NO,NO,14586
2015004693,1,M ,3,H,25,15,BLANCA     ,NO,NO,28554
2015004696,1,M ,11,H,27,11,BLANCA     ,NO,NO,28554
2015004696,2,M ,11,H,25,11,OTRA       ,NO,NO,20554
2015004700,2,M ,9,M,37,12,BLANCA     ,NO,NO,29546
2015004711,1,MA,16,M,41,11,BLANCA     ,NO,NO,23546
2015004718,1,M ,9,M,33,8,BLANCA     ,NO,NO,20542
2015004722,1,MA,6,H,55,9,BLANCA     ,NO,NO,24053
2015004722,3,MA,6,H,38,10,BLANCA     ,NO,NO,14147
2015004730,1,B ,10,H,26,8,BLANCA     ,NO,NO,22433
2015004730,2,B ,10,M,30,10,BLANCA     ,NO,NO,12053
2015004731,2,M ,14,H,30,8,OTRA       ,NO,SI,20046
2015004732,1,M ,6,M,53,12,BLANCA     ,NO,NO,20554
2015004732,2,M ,6,M,42,13,BLANCA     ,NO,NO,41764
2015004732,3,M ,6,M,24,17,BLANCA     ,NO,NO,28554
2015004736,3,M ,6,H,28,9,BLANCA     ,NO,NO,21553
2015004736,4,M ,6,M,25,8,BLANCA     ,NO,NO,14553
2015004739,1,B ,9,H,49,8,BLANCA     ,SI,NO,16554
2015004739,2,B ,9,M,57,1,BLANCA     ,SI,NO,12420
2015004755,1,MA,2,M,57,12,BLANCA     ,NO,NO,34887.33333
2015004760,2,B ,14,H,36,12,BLANCA     ,NO,NO,40553
2015004761,1,B ,14,M,38,10,OTRA       ,NO,NO,25073
2015004761,2,B ,14,H,56,12,BLANCA     ,SI,NO,16554
2015004761,3,B ,14,H,20,8,OTRA       ,NO,NO,13554
2015004765,1,MA,2,H,54,12,BLANCA     ,NO,NO,21554
2015004765,2,MA,2,M,54,18,BLANCA     ,NO,NO,70554
2015004765,3,MA,2,H,25,10,BLANCA     ,NO,NO,19554
2015004770,1,MB,9,H,49,8,BLANCA     ,NO,NO,24846
2015004770,2,MB,9,M,36,10,AFRO       ,NO,NO,16774
2015004777,1,M ,2,H,28,12,BLANCA     ,NO,NO,20046
2015004783,1,M ,12,H,57,12,BLANCA     ,NO,NO,21546
2015004783,2,M ,12,M,28,15,BLANCA     ,NO,NO,21546
2015004784,2,M ,8,H,41,8,BLANCA     ,NO,NO,22254
2015004785,1,M ,3,H,32,13,BLANCA     ,NO,NO,61554
2015004785,2,M ,3,M,26,15,BLANCA     ,NO,NO,20554
2015004786,1,MB,9,H,24,9,AFRO       ,NO,NO,21046
2015004787,1,B ,14,H,32,6,BLANCA     ,SI,NO,12000
2015004798,2,MA,3,H,23,12,BLANCA     ,NO,NO,14054
2015004816,1,MA,3,M,30,15,BLANCA     ,NO,NO,25546
