idhog,idper,estrato,comuna,sexo,edad,educ,ascendencia,salud,pobre,ingreso
2015046325,2,MB,3,M,37,10,BLANCA     ,NO,NO,32553
2015046326,1,MA,13,H,52,6,BLANCA     ,NO,NO,22216
2015046334,2,MA,4,H,41,14,BLANCA     ,NO,NO,36053
2015046336,1,MB,6,M,45,18,BLANCA     ,NO,NO,21546
2015046336,2,MB,6,H,49,19,BLANCA     ,NO,NO,30000
2015046343,2,A ,5,H,42,14,BLANCA     ,NO,NO,21546
2015046348,1,MA,4,H,53,14,BLANCA     ,NO,NO,16546
2015046348,2,MA,4,M,62,8,BLANCA     ,NO,NO,20546
2015046355,2,A ,7,M,36,19,BLANCA     ,NO,NO,22554
2015046356,2,B ,11,H,24,9,BLANCA     ,NO,SI,16546
2015046358,1,B ,14,H,31,11,BLANCA     ,NO,SI,16024
2015046361,2,MA,2,M,42,16,BLANCA     ,NO,NO,37048
2015046368,2,M ,13,M,60,12,BLANCA     ,NO,NO,12546
2015046370,1,MB,10,H,44,8,BLANCA     ,NO,NO,46546
2015046373,1,A ,5,M,66,22,BLANCA     ,NO,NO,83847.33333
2015046378,1,MA,4,M,46,13,BLANCA     ,NO,NO,27108
2015046378,2,MA,4,H,50,15,BLANCA     ,NO,NO,26880
2015046382,2,B ,9,H,29,11,BLANCA     ,SI,SI,13000
2015046399,2,MA,1,H,43,16,BLANCA     ,NO,NO,48553
2015046402,1,MB,9,H,37,8,BLANCA     ,NO,NO,23553
2015046402,2,MB,9,M,37,11,BLANCA     ,NO,NO,20553
2015046405,1,MA,3,H,47,7,BLANCA     ,NO,NO,41096
2015046405,2,MA,3,M,45,12,BLANCA     ,NO,NO,16800
2015046406,1,M ,13,H,60,25,BLANCA     ,NO,NO,65546
2015046406,2,M ,13,M,36,16,BLANCA     ,NO,NO,17546
2015046407,1,M ,6,M,52,9,BLANCA     ,NO,NO,16296
2015046411,2,B ,13,H,46,12,BLANCA     ,NO,NO,40153
2015046417,2,MB,14,H,36,11,BLANCA     ,NO,NO,55886.33333
2015046429,2,MB,13,H,48,8,BLANCA     ,NO,NO,15000
2015046437,1,MB,9,M,32,9,BLANCA     ,NO,NO,25054
2015046440,1,M ,14,H,34,15,BLANCA     ,NO,NO,31554
2015046440,2,M ,14,M,36,22,BLANCA     ,NO,NO,17554
2015046441,1,MB,14,M,60,9,BLANCA     ,NO,NO,29546
2015046443,1,MA,2,H,25,14,BLANCA     ,NO,NO,15553
2015046445,2,M ,11,H,39,10,BLANCA     ,NO,NO,24714
2015046447,1,A ,8,H,59,23,BLANCA     ,NO,NO,68453
2015046447,2,A ,8,M,58,23,BLANCA     ,NO,NO,73053
2015046451,1,MA,16,M,38,19,BLANCA     ,NO,NO,29053
2015046451,2,MA,16,H,41,13,BLANCA     ,NO,NO,32553
2015046459,1,M ,11,M,66,14,BLANCA     ,NO,NO,29554
2015046461,3,MB,13,H,26,10,BLANCA     ,NO,SI,17588
2015046464,1,MA,2,M,38,12,BLANCA     ,NO,NO,21546
2015046465,1,MA,5,M,50,9,BLANCA     ,NO,NO,13220
2015046465,2,MA,5,H,60,9,BLANCA     ,NO,NO,13341
2015046465,3,MA,5,M,27,11,BLANCA     ,NO,NO,12944
2015046465,4,MA,5,H,29,11,BLANCA     ,NO,NO,21529
2015046466,1,MB,16,M,35,18,BLANCA     ,NO,NO,33553
2015046467,1,MB,6,M,48,10,BLANCA     ,NO,NO,11046
2015046467,2,MB,6,H,22,12,BLANCA     ,NO,NO,36746
2015046478,1,MA,2,H,47,9,BLANCA     ,NO,NO,61546
2015046479,1,MA,2,M,52,16,BLANCA     ,NO,NO,38553
2015046491,2,M ,3,M,40,15,BLANCA     ,NO,NO,19546
2015046499,1,M ,6,H,49,11,BLANCA     ,SI,NO,23053
2015046508,1,MB,11,H,44,11,BLANCA     ,NO,NO,21546
2015046508,2,MB,11,M,44,10,BLANCA     ,NO,NO,21546
2015046512,1,MB,17,M,33,11,BLANCA     ,NO,NO,15553
2015046514,1,B ,9,M,22,15,BLANCA     ,SI,NO,15546
2015046517,1,MB,14,H,42,10,BLANCA     ,NO,NO,21546
2015046518,1,MA,7,M,48,17,BLANCA     ,NO,NO,63553
2015046521,1,A ,2,H,40,17,BLANCA     ,NO,NO,54554
2015046521,2,A ,2,M,41,20,BLANCA     ,NO,NO,26554
2015046524,1,A ,5,H,65,18,BLANCA     ,NO,NO,90000
2015046525,1,A ,5,M,32,17,BLANCA     ,NO,NO,61694
2015046528,1,A ,5,M,28,17,BLANCA     ,NO,NO,20000
2015046528,2,A ,5,H,33,17,BLANCA     ,NO,NO,48833.33333
2015046530,1,M ,3,H,51,11,BLANCA     ,NO,NO,29553
2015046533,1,M ,3,H,56,6,BLANCA     ,NO,NO,29553
2015046533,2,M ,3,M,55,13,BLANCA     ,NO,NO,31553
2015046534,1,MA,5,H,44,13,BLANCA     ,NO,NO,40553
2015046535,1,MA,13,H,36,12,AFRO       ,NO,NO,35054
2015046535,2,MA,13,M,33,11,BLANCA     ,NO,NO,27054
2015046537,1,A ,5,H,34,17,BLANCA     ,NO,NO,62216
2015046537,2,A ,5,M,32,17,BLANCA     ,NO,NO,17346
2015046540,1,MA,2,M,52,15,BLANCA     ,NO,NO,19553
2015046540,2,MA,2,H,56,14,BLANCA     ,NO,NO,19553
2015046541,1,B ,11,H,47,9,BLANCA     ,NO,NO,28346
2015046541,2,B ,11,M,46,9,BLANCA     ,NO,NO,20426
2015046545,1,M ,6,H,57,6,BLANCA     ,NO,NO,15546
2015046545,3,M ,6,H,28,12,BLANCA     ,NO,NO,13546
2015046545,4,M ,6,H,24,12,BLANCA     ,NO,NO,13546
2015046552,1,MA,2,M,62,17,BLANCA     ,NO,NO,21546
2015046558,2,MB,6,M,21,15,BLANCA     ,NO,NO,16434
2015046561,1,A ,5,M,51,13,BLANCA     ,NO,NO,61553
2015046562,3,MB,9,H,46,12,BLANCA     ,NO,NO,42904
2015046565,1,MB,11,H,38,8,AFRO       ,SI,NO,19553
2015046572,1,M ,3,M,59,9,BLANCA     ,NO,NO,19986
2015046575,1,M ,3,H,45,9,BLANCA     ,NO,NO,24000
2015046575,2,M ,3,M,46,11,BLANCA     ,NO,NO,21554
2015046578,1,MA,15,H,48,9,BLANCA     ,NO,NO,31546
2015046584,1,MA,2,M,20,14,BLANCA     ,NO,NO,21354
2015046586,2,A ,5,M,67,17,BLANCA     ,NO,NO,37553
2015046589,4,A ,5,M,24,13,BLANCA     ,NO,NO,16546
2015046590,1,M ,3,H,55,6,AFRO       ,NO,NO,20000
2015046591,2,A ,7,M,57,16,BLANCA     ,NO,NO,36554
2015046593,1,MA,3,H,43,12,BLANCA     ,NO,NO,60000
2015046598,1,MB,14,M,56,10,BLANCA     ,NO,NO,14426
2015046598,2,MB,14,H,64,8,BLANCA     ,NO,NO,49546
2015046598,3,MB,14,H,23,13,BLANCA     ,NO,NO,18546
2015046621,1,MB,18,M,40,9,BLANCA     ,NO,NO,14553
2015046623,1,MA,6,M,26,16,BLANCA     ,NO,NO,27886.33333
2015046623,2,MA,6,H,26,19,BLANCA     ,NO,NO,46553
2015046625,2,M ,11,M,58,6,BLANCA     ,NO,NO,19553
2015046635,3,MA,5,M,32,16,BLANCA     ,NO,NO,19546
2015046636,1,M ,8,M,58,9,BLANCA     ,NO,NO,20256
2015046636,3,M ,8,H,42,9,BLANCA     ,NO,NO,26454
2015046637,1,MA,2,M,28,15,BLANCA     ,NO,NO,34000
2015046647,2,A ,5,M,70,16,BLANCA     ,NO,NO,75000
2015046647,3,A ,5,H,45,18,BLANCA     ,NO,NO,15000
2015046654,1,MB,6,M,43,8,BLANCA     ,SI,NO,21457
2015046654,4,MB,6,H,28,6,BLANCA     ,NO,NO,18553
2015046658,1,M ,1,H,50,18,BLANCA     ,NO,NO,61553
2015046663,1,MB,9,H,63,8,BLANCA     ,NO,NO,16546
2015046666,1,A ,8,M,42,17,BLANCA     ,NO,NO,59546
2015046671,2,M ,12,M,40,10,BLANCA     ,SI,SI,12553
2015046672,1,A ,8,H,42,12,BLANCA     ,NO,NO,47548
2015046672,2,A ,8,M,33,10,BLANCA     ,NO,NO,30000
2015046673,2,M ,16,M,38,12,BLANCA     ,SI,NO,23828
2015046676,1,MA,4,M,44,17,BLANCA     ,NO,NO,56553
2015046676,2,MA,4,H,44,21,BLANCA     ,NO,NO,72053
2015046685,1,MA,6,M,45,19,BLANCA     ,NO,NO,31546
2015046689,2,MA,2,H,25,16,BLANCA     ,NO,NO,61553
2015046693,1,B ,12,H,34,9,BLANCA     ,NO,NO,32886.33333
2015046699,1,B ,9,M,41,9,BLANCA     ,NO,NO,38554
2015046701,1,M ,16,H,44,12,BLANCA     ,NO,NO,31546
2015046702,1,M ,16,M,36,10,AFRO       ,NO,NO,15000
2015046710,2,B ,9,H,55,12,BLANCA     ,NO,NO,61546
2015046715,1,M ,13,M,36,14,BLANCA     ,NO,NO,31553
2015046718,1,MA,2,H,33,12,BLANCA     ,NO,NO,49053
2015046718,2,MA,2,M,33,17,BLANCA     ,NO,NO,50553
2015046738,1,MB,11,H,20,7,AFRO       ,NO,NO,29450
2015046741,1,M ,1,H,28,18,BLANCA     ,NO,NO,29646
2015046746,2,A ,5,M,41,17,BLANCA     ,NO,NO,55000
2015046749,1,B ,17,M,57,10,BLANCA     ,SI,NO,18000
2015046749,3,B ,17,H,20,8,BLANCA     ,SI,NO,21548
2015046756,1,MA,7,H,33,10,BLANCA     ,NO,NO,26696
2015046760,1,M ,6,M,52,8,BLANCA     ,NO,NO,15848
2015046760,2,M ,6,M,62,8,BLANCA     ,NO,NO,15000
2015046770,1,B ,12,H,27,11,OTRA       ,NO,NO,29092
2015046770,2,B ,12,M,27,10,BLANCA     ,NO,NO,13446
2015046772,1,M ,2,H,36,12,BLANCA     ,NO,NO,36750
2015046773,1,M ,6,H,53,11,BLANCA     ,NO,NO,20000
2015046773,2,M ,6,M,53,18,BLANCA     ,NO,NO,66553
2015046775,1,MA,2,M,41,18,BLANCA     ,NO,NO,71548
2015046775,2,MA,2,H,55,18,BLANCA     ,NO,NO,78548
2015046776,1,A ,7,H,53,14,BLANCA     ,NO,NO,50000
2015046779,2,MB,11,M,63,9,BLANCA     ,SI,NO,10554
2015046780,1,MA,16,H,49,22,BLANCA     ,NO,NO,43554
2015046783,1,M ,2,M,23,15,BLANCA     ,NO,NO,15546
2015046783,2,M ,2,H,24,15,BLANCA     ,NO,NO,47782
2015046788,1,MA,7,H,59,18,AFRO       ,SI,NO,26000
2015046798,1,MB,14,M,59,2,BLANCA     ,NO,NO,10746
2015046813,1,MA,3,H,55,14,BLANCA     ,NO,NO,38046
2015046813,2,MA,3,M,54,18,BLANCA     ,NO,NO,41546
2015046822,1,A ,7,H,40,16,BLANCA     ,NO,NO,41554
2015046822,2,A ,7,M,34,15,BLANCA     ,NO,NO,21554
2015046826,1,A ,15,H,27,14,BLANCA     ,NO,NO,49553
2015046838,1,M ,2,M,41,16,OTRA       ,NO,NO,22546
2015046839,1,MA,5,H,55,10,AFRO       ,NO,NO,51554
2015046853,1,MB,9,M,51,5,BLANCA     ,NO,SI,15726
2015046855,1,M ,5,M,41,12,BLANCA     ,NO,NO,29553
2015046858,1,A ,5,M,49,10,BLANCA     ,NO,NO,30000
2015046868,1,MB,11,H,35,6,AFRO       ,NO,NO,21123
2015046871,1,B ,9,M,44,6,OTRA       ,NO,SI,14314
2015046871,2,B ,9,H,45,6,OTRA       ,NO,SI,19554
2015046875,2,M ,1,H,20,11,BLANCA     ,NO,SI,14621
2015046877,2,A ,8,H,28,12,BLANCA     ,NO,NO,18553
2015046885,1,MA,2,M,25,13,BLANCA     ,NO,NO,27223
2015046885,2,MA,2,H,29,16,BLANCA     ,NO,NO,37053
2015046902,1,M ,13,H,26,7,BLANCA     ,NO,NO,41516
2015046917,1,MB,9,H,31,8,BLANCA     ,NO,NO,22746
2015046922,1,A ,5,M,46,13,BLANCA     ,NO,NO,61553
2015046925,1,MB,9,H,57,12,BLANCA     ,NO,NO,19546
2015046925,2,MB,9,M,51,14,BLANCA     ,NO,NO,31546
2015046929,1,M ,12,H,54,13,BLANCA     ,NO,NO,49546
2015046929,2,M ,12,M,53,12,BLANCA     ,NO,NO,16546
2015046929,3,M ,12,M,23,15,BLANCA     ,NO,NO,18546
2015046930,1,MA,6,H,65,6,AFRO       ,SI,NO,12000
2015046934,2,M ,14,H,30,9,BLANCA     ,NO,NO,48626
2015046934,3,M ,14,M,30,9,BLANCA     ,NO,NO,18546
2015046934,4,M ,14,H,26,9,BLANCA     ,NO,NO,27546
2015046952,2,MA,15,M,50,16,BLANCA     ,NO,NO,21554
2015046953,1,A ,2,H,39,22,BLANCA     ,NO,NO,62754
2015046953,2,A ,2,M,39,22,BLANCA     ,NO,NO,47554
2015046955,1,M ,1,M,35,14,BLANCA     ,NO,NO,16553
2015046958,1,B ,14,M,39,20,BLANCA     ,NO,NO,52554
2015046958,2,B ,14,H,38,12,BLANCA     ,NO,NO,31554
2015046961,1,MA,3,H,34,17,BLANCA     ,NO,NO,46548
2015046961,2,MA,3,M,36,15,BLANCA     ,NO,NO,49648
2015046970,1,MA,7,H,51,9,BLANCA     ,NO,NO,27546
2015046970,2,MA,7,M,50,12,BLANCA     ,NO,NO,19546
2015046970,3,MA,7,M,24,12,BLANCA     ,NO,NO,19546
2015046984,1,B ,13,M,22,7,BLANCA     ,SI,NO,15446
2015046984,2,B ,13,M,21,7,BLANCA     ,NO,NO,14546
2015046985,1,A ,5,M,30,16,BLANCA     ,NO,NO,51219.66667
2015046986,1,A ,5,H,47,17,BLANCA     ,NO,NO,51546
2015046991,1,MB,14,H,25,7,BLANCA     ,NO,SI,14854
2015046992,1,B ,12,M,50,6,AFRO       ,NO,NO,11354
2015046992,2,B ,12,H,51,6,AFRO       ,NO,NO,15054
2015046994,5,MB,17,H,31,10,BLANCA     ,NO,NO,29154
2015046996,1,MA,16,H,49,9,BLANCA     ,NO,NO,44753
2015046996,4,MA,16,M,27,10,BLANCA     ,NO,NO,15647
2015046996,5,MA,16,H,26,11,OTRA       ,NO,NO,20353
2015046998,1,MA,2,M,38,15,BLANCA     ,NO,NO,68546
2015046998,2,MA,2,H,38,11,BLANCA     ,NO,NO,28546
2015047000,1,M ,11,M,50,14,BLANCA     ,NO,NO,31553
2015047000,2,M ,11,H,24,11,BLANCA     ,NO,NO,26553
2015047005,2,M ,16,M,24,11,OTRA       ,NO,NO,21248
2015047007,1,B ,9,M,48,8,BLANCA     ,NO,NO,18546
2015047007,2,B ,9,H,44,6,BLANCA     ,NO,NO,29746
2015047016,1,MA,2,M,46,16,BLANCA     ,NO,NO,50092
2015047018,1,MA,5,H,42,10,BLANCA     ,NO,NO,54553
2015047020,1,MB,14,M,28,11,BLANCA     ,NO,NO,22074
2015047021,3,MB,9,H,24,9,BLANCA     ,NO,NO,17554
2015047021,4,MB,9,H,20,7,BLANCA     ,NO,NO,15854
2015047025,1,M ,6,M,52,15,BLANCA     ,NO,NO,38546
2015047026,1,M ,12,H,57,10,BLANCA     ,NO,NO,55401
2015047028,1,A ,8,M,50,17,BLANCA     ,NO,NO,30000
2015047032,1,MB,10,H,55,6,BLANCA     ,NO,SI,12000
2015047043,1,MA,3,M,40,14,BLANCA     ,NO,NO,12000
2015047048,1,B ,18,H,29,10,BLANCA     ,NO,NO,41054
2015047053,1,B ,18,H,29,8,BLANCA     ,NO,SI,19554
2015047060,1,A ,8,H,46,14,BLANCA     ,NO,NO,55000
2015047060,2,A ,8,M,46,18,BLANCA     ,NO,NO,43553
2015047064,2,MA,6,M,38,7,BLANCA     ,SI,SI,11500
2015047075,1,M ,8,H,38,17,BLANCA     ,NO,NO,14546
2015047076,1,MA,4,H,51,10,BLANCA     ,NO,NO,29554
2015047080,1,MA,3,H,50,17,BLANCA     ,NO,NO,56546
2015047080,2,MA,3,M,34,18,BLANCA     ,NO,NO,38546
2015047085,1,MA,4,M,33,13,BLANCA     ,NO,NO,52553
2015047087,1,A ,4,M,43,12,BLANCA     ,NO,NO,26986
2015047088,1,MA,2,H,55,15,BLANCA     ,NO,NO,58546
2015047088,3,MA,2,H,27,10,BLANCA     ,NO,NO,15546
2015047091,2,MA,2,M,24,17,BLANCA     ,NO,NO,23554
2015047092,1,MB,13,H,31,8,AFRO       ,NO,NO,40853
2015047092,2,MB,13,M,26,9,BLANCA     ,SI,NO,13553
2015047107,1,MA,16,M,42,14,BLANCA     ,NO,NO,31546
2015047107,2,MA,16,H,45,16,BLANCA     ,NO,NO,63966
2015047109,2,B ,11,H,37,10,BLANCA     ,NO,SI,16546
2015047111,2,MB,18,M,27,9,BLANCA     ,NO,SI,13554
2015047114,1,A ,16,M,61,6,BLANCA     ,NO,NO,35148
2015047119,1,M ,6,H,50,12,BLANCA     ,NO,NO,68353
2015047120,1,A ,5,M,58,9,BLANCA     ,NO,NO,17215
2015047120,2,A ,5,M,52,9,BLANCA     ,NO,NO,22140
2015047127,1,MB,10,H,38,7,BLANCA     ,SI,NO,17216
2015047128,1,MA,5,M,53,16,BLANCA     ,NO,NO,44553
2015047129,2,MB,9,H,26,8,BLANCA     ,SI,SI,21880
2015047133,1,A ,5,H,48,10,BLANCA     ,NO,NO,61546
2015047137,1,MA,15,H,54,13,BLANCA     ,NO,NO,29546
2015047138,1,M ,9,M,42,10,BLANCA     ,NO,NO,30000
2015047138,2,M ,9,H,55,6,BLANCA     ,NO,NO,12000
2015047143,1,MA,2,M,24,12,BLANCA     ,NO,NO,45553
2015047147,2,MB,9,H,39,6,BLANCA     ,NO,NO,15444
2015047151,2,M ,1,M,31,12,BLANCA     ,NO,NO,32809
2015047153,2,MA,2,H,54,11,BLANCA     ,SI,NO,20000
2015047154,1,MB,13,H,33,11,BLANCA     ,NO,NO,36553
2015047157,1,M ,8,M,43,6,OTRA       ,NO,SI,15000
2015047160,1,MB,17,M,56,12,BLANCA     ,NO,NO,20000
2015047160,2,MB,17,H,21,11,BLANCA     ,NO,NO,16553
2015047160,3,MB,17,H,19,8,BLANCA     ,NO,NO,16553
2015047161,1,M ,6,M,32,16,BLANCA     ,NO,NO,32553
2015047173,1,MB,14,H,39,9,BLANCA     ,NO,NO,30000
2015047173,2,MB,14,M,39,13,BLANCA     ,NO,NO,51946
2015047174,1,MB,18,H,32,7,BLANCA     ,NO,NO,17546
2015047184,1,M ,11,M,50,11,BLANCA     ,NO,NO,41548
2015047184,2,M ,11,M,20,11,BLANCA     ,NO,NO,19548
2015047192,1,MB,13,M,41,10,BLANCA     ,NO,NO,31054
2015047192,2,MB,13,H,42,8,BLANCA     ,SI,NO,30000
2015047196,1,MA,2,H,63,9,BLANCA     ,NO,NO,25546
2015047196,2,MA,2,M,59,11,BLANCA     ,NO,NO,10546
2015047203,1,M ,13,H,35,10,BLANCA     ,NO,NO,33046
2015047203,2,M ,13,M,36,15,BLANCA     ,NO,NO,19546
2015047208,2,M ,11,H,65,8,BLANCA     ,NO,NO,13000
2015047210,1,M ,2,H,58,15,BLANCA     ,NO,NO,41553
2015047212,1,B ,11,H,32,9,BLANCA     ,NO,NO,27558
2015047214,1,MA,2,M,49,6,AFRO       ,NO,NO,20553
2015047214,2,MA,2,M,27,11,AFRO       ,NO,NO,29553
2015047214,3,MA,2,H,25,6,OTRA       ,NO,NO,16553
2015047219,1,MA,16,H,46,15,BLANCA     ,NO,NO,66553
2015047219,2,MA,16,M,47,16,BLANCA     ,NO,NO,38553
2015047230,2,MB,9,M,20,8,BLANCA     ,NO,NO,21548
2015047240,1,A ,5,H,57,23,BLANCA     ,NO,NO,46546
2015047240,2,A ,5,M,52,14,BLANCA     ,NO,NO,21546
2015047252,1,MA,5,M,44,18,BLANCA     ,NO,NO,16546
2015047253,1,B ,18,H,46,9,BLANCA     ,NO,NO,15000
2015047253,2,B ,18,M,45,12,BLANCA     ,NO,NO,38716
2015047254,2,A ,8,M,41,17,BLANCA     ,NO,NO,46546
2015047256,2,MB,9,H,63,6,BLANCA     ,NO,NO,25121
2015047260,3,MA,15,M,25,10,BLANCA     ,NO,NO,11546
2015047265,1,M ,9,H,27,14,BLANCA     ,NO,NO,41195
2015047265,2,M ,9,M,26,16,BLANCA     ,NO,NO,25048
2015047267,1,A ,5,H,67,16,BLANCA     ,NO,NO,29553
2015047267,3,A ,5,H,35,12,BLANCA     ,NO,NO,21553
2015047270,2,MA,16,M,50,10,BLANCA     ,NO,NO,46553
2015047279,1,MB,17,H,27,11,BLANCA     ,NO,NO,25000
2015047284,1,M ,11,H,39,8,BLANCA     ,NO,NO,26546
2015047284,2,M ,11,M,38,12,BLANCA     ,NO,NO,30546
2015047286,1,B ,14,M,51,9,OTRA       ,NO,NO,16746
2015047290,1,A ,16,M,32,15,BLANCA     ,NO,NO,16546
2015047292,2,M ,4,H,29,15,BLANCA     ,NO,NO,31554
2015047295,1,M ,3,H,32,9,BLANCA     ,NO,NO,31086
2015047295,2,M ,3,M,27,12,BLANCA     ,NO,NO,26092
2015047296,1,MA,3,M,27,10,AFRO       ,SI,NO,11754
2015047298,1,M ,11,M,52,8,BLANCA     ,NO,NO,15653
2015047298,2,M ,11,H,37,8,BLANCA     ,SI,NO,21000
2015047298,3,M ,11,M,33,11,BLANCA     ,NO,NO,22553
2015047301,1,MB,9,H,44,12,BLANCA     ,NO,NO,41553
2015047303,1,MA,11,M,46,8,BLANCA     ,NO,SI,13810
2015047306,1,MB,13,M,70,6,BLANCA     ,NO,NO,17116
2015047315,1,MB,9,H,51,12,BLANCA     ,NO,NO,24554
2015047324,3,MB,9,H,30,12,BLANCA     ,NO,NO,16546
2015047324,4,MB,9,M,26,12,BLANCA     ,NO,NO,12546
2015047328,1,MB,9,H,60,11,BLANCA     ,NO,NO,59496
2015047328,2,MB,9,M,58,12,BLANCA     ,NO,NO,34546
2015047330,1,M ,4,H,25,15,BLANCA     ,NO,NO,30553
2015047330,2,M ,4,M,23,16,BLANCA     ,NO,NO,31777
2015047330,3,M ,4,H,24,12,BLANCA     ,NO,NO,25753
2015047335,1,B ,9,M,32,7,AFRO       ,NO,SI,17859
2015047337,1,B ,12,H,45,8,BLANCA     ,SI,SI,10000
2015047343,1,MB,14,H,54,9,BLANCA     ,NO,NO,23553
2015047343,3,MB,14,H,24,11,BLANCA     ,NO,NO,15583.33333
2015047353,1,MB,17,H,58,12,BLANCA     ,NO,NO,31546
2015047362,1,M ,13,H,47,9,BLANCA     ,NO,NO,23150
2015047366,2,MA,15,M,48,16,BLANCA     ,NO,NO,36554
2015047368,1,M ,2,M,46,16,BLANCA     ,NO,NO,34546
2015047368,2,M ,2,H,23,11,BLANCA     ,NO,NO,14614
2015047370,1,MA,5,H,51,17,BLANCA     ,NO,NO,25553
2015047370,2,MA,5,M,49,17,BLANCA     ,NO,NO,61553
2015047371,2,MB,6,M,50,10,BLANCA     ,NO,NO,21153
2015047373,1,MA,5,M,55,13,BLANCA     ,NO,NO,54046
2015047373,2,MA,5,H,58,13,BLANCA     ,NO,NO,44216
2015047373,3,MA,5,M,25,13,BLANCA     ,NO,NO,29546
2015047374,3,MB,18,H,56,7,BLANCA     ,SI,NO,16000
2015047379,1,MB,3,H,44,10,BLANCA     ,NO,NO,28000
2015047384,1,M ,11,M,55,11,BLANCA     ,NO,NO,21904
2015047384,2,M ,11,H,29,15,BLANCA     ,NO,NO,15054
2015047388,1,MB,9,H,33,6,BLANCA     ,SI,NO,20000
2015047388,2,MB,9,M,33,6,BLANCA     ,NO,NO,13554
2015047389,1,A ,8,M,57,19,BLANCA     ,NO,NO,38333.33333
2015047391,2,A ,5,M,32,15,BLANCA     ,NO,NO,18546
2015047394,2,M ,16,M,28,16,BLANCA     ,NO,NO,35554
2015047395,1,M ,8,M,55,14,BLANCA     ,NO,NO,64553
2015047399,1,MA,2,H,29,16,BLANCA     ,NO,NO,45546
2015047399,2,MA,2,M,25,13,BLANCA     ,NO,NO,16546
2015047406,1,MA,3,M,28,17,BLANCA     ,NO,NO,52548
2015047409,1,MB,3,M,46,14,BLANCA     ,NO,NO,21553
2015047409,2,MB,3,H,46,15,BLANCA     ,NO,NO,31553
2015047414,1,B ,10,H,51,12,BLANCA     ,SI,NO,36553
2015047418,1,MB,9,M,45,17,OTRA       ,NO,NO,41553
2015047419,1,M ,17,H,32,9,BLANCA     ,NO,NO,21546
2015047419,2,M ,17,M,35,12,BLANCA     ,NO,NO,16546
2015047422,1,MA,13,M,44,15,BLANCA     ,NO,NO,21554
2015047423,1,B ,17,M,37,6,AFRO       ,NO,NO,28868
2015047423,2,B ,17,M,20,9,BLANCA     ,SI,NO,16100
2015047424,1,A ,7,H,34,15,BLANCA     ,NO,NO,45553
2015047424,2,A ,7,M,26,15,BLANCA     ,NO,NO,45553
2015047426,1,MA,13,M,54,23,BLANCA     ,NO,NO,56546
2015047429,1,M ,15,H,52,12,BLANCA     ,NO,NO,71546
2015047430,1,MA,11,M,54,7,BLANCA     ,NO,NO,18610
2015047430,2,MA,11,H,49,11,BLANCA     ,NO,NO,39554
2015047430,3,MA,11,H,49,6,BLANCA     ,NO,NO,34310
2015047430,4,MA,11,H,27,10,BLANCA     ,NO,NO,17054
2015047430,6,MA,11,H,20,10,BLANCA     ,NO,NO,15554
2015047435,1,B ,12,H,54,6,AFRO       ,SI,NO,16546
2015047435,2,B ,12,M,25,12,AFRO       ,NO,NO,11546
2015047439,1,M ,11,H,44,9,BLANCA     ,SI,SI,30250
2015047441,1,MA,4,M,48,19,BLANCA     ,NO,NO,72554
2015047442,1,MA,11,M,62,17,BLANCA     ,NO,NO,16553
2015047442,3,MA,11,M,33,19,BLANCA     ,NO,NO,25553
2015047443,1,M ,11,H,64,10,BLANCA     ,NO,NO,30802
2015047447,1,M ,3,H,51,10,BLANCA     ,NO,NO,39546
2015047447,2,M ,3,M,46,14,BLANCA     ,NO,NO,16546
2015047447,3,M ,3,H,21,14,BLANCA     ,NO,NO,16546
2015047451,1,MA,2,M,29,21,BLANCA     ,NO,NO,20553
2015047455,1,B ,9,H,33,6,BLANCA     ,SI,SI,28746
2015047458,1,B ,18,H,65,6,BLANCA     ,NO,NO,12500
2015047458,3,B ,18,M,26,9,BLANCA     ,NO,NO,19546
2015047458,4,B ,18,H,34,8,BLANCA     ,NO,NO,21046
2015047460,1,MA,13,H,29,9,BLANCA     ,NO,NO,28450
2015047460,2,MA,13,M,29,13,BLANCA     ,NO,NO,15146
2015047463,1,M ,13,H,45,14,BLANCA     ,NO,NO,28553
2015047463,2,M ,13,M,39,12,BLANCA     ,NO,NO,31553
2015047469,1,MB,18,H,61,8,BLANCA     ,NO,NO,31554
2015047469,2,MB,18,M,57,11,BLANCA     ,NO,NO,16554
2015047474,1,A ,5,M,56,17,BLANCA     ,NO,NO,56706
2015047479,2,M ,12,H,41,6,AFRO       ,NO,NO,11000
2015047480,1,MA,3,M,55,20,BLANCA     ,NO,NO,37354
2015047480,2,MA,3,H,24,17,BLANCA     ,NO,NO,26554
2015047484,1,MA,4,M,44,17,BLANCA     ,NO,NO,35046
2015047484,2,MA,4,H,46,17,BLANCA     ,NO,NO,62713
2015047489,2,A ,8,M,54,12,BLANCA     ,NO,NO,17448
2015047491,2,MA,2,M,73,18,BLANCA     ,NO,NO,47254
2015047496,1,MA,13,M,59,18,BLANCA     ,NO,NO,46013
2015047500,1,MB,10,H,50,11,BLANCA     ,NO,NO,36553
2015047500,2,MB,10,M,50,9,BLANCA     ,NO,NO,11553
2015047504,1,M ,12,M,56,13,BLANCA     ,NO,NO,15054
2015047514,1,MA,8,M,64,9,BLANCA     ,SI,NO,14070
2015047517,1,MA,6,H,51,13,BLANCA     ,NO,NO,43546
2015047517,2,MA,6,M,44,18,BLANCA     ,NO,NO,26546
